,label
5027,160
3278,89
4576,160
2385,186
1563,186
2215,109
1809,26
1911,127
3283,218
1209,26
557,127
2348,26
2130,186
3379,218
3594,186
4065,143
4364,218
2625,109
2672,177
2884,177
4372,143
4997,119
3018,89
4414,143
4631,109
2346,26
4724,143
216,143
1372,109
4084,186
1641,186
95,109
2463,218
2208,127
906,109
4910,26
5258,177
2405,218
2805,160
952,109
2032,119
2445,109
606,160
4010,26
3099,143
2565,177
3159,109
1741,186
4899,26
2175,127
2634,186
3280,186
4091,127
4867,119
3443,143
2914,109
4418,26
3196,177
5338,160
2001,177
4235,143
1156,177
2030,177
1620,160
1919,186
2665,26
899,109
356,143
4388,109
2145,127
4486,143
465,160
983,89
3973,143
2624,186
4691,186
1160,143
742,119
3459,143
4771,160
1591,186
1826,177
4663,109
2528,26
708,119
4766,186
2972,177
1558,119
2650,186
522,127
2490,127
2332,143
2700,143
3875,186
196,186
3048,127
360,143
4113,177
2758,186
4794,109
4597,186
2736,218
2729,186
3607,186
4228,186
2180,177
3485,143
4827,143
901,109
4384,177
116,127
1883,143
2040,109
5420,186
2182,26
2435,119
2273,186
3537,186
791,109
669,186
4950,186
56,26
1967,119
1008,127
1754,177
3244,89
2620,218
5309,177
372,109
5248,160
2082,143
5087,218
1318,109
3580,109
1688,89
577,218
