,label
2074,0
359,0
3146,1
2898,0
1590,1
3258,1
627,0
3656,0
997,0
2060,0
331,0
2186,0
2342,1
1336,0
4198,0
1069,0
1989,0
5208,0
5107,0
2156,0
4644,0
4991,0
4088,0
3338,0
744,0
4390,1
1235,0
3935,0
3016,0
5092,0
3575,0
3777,0
578,0
2983,1
1463,0
965,0
1639,0
4243,0
2715,0
2991,0
4434,0
2744,0
1208,0
2663,0
687,0
2109,0
666,0
3983,1
4656,0
1140,0
1530,0
362,0
1024,0
2192,0
4537,0
1015,0
3059,0
1095,0
2578,0
1844,0
3051,0
2713,1
2031,0
1007,1
3769,0
783,0
4997,0
4659,0
928,0
493,0
1393,0
1450,0
4419,0
4955,0
861,0
96,0
294,0
1699,0
3714,0
4280,0
1702,0
4182,0
5385,0
1021,0
878,0
3478,0
3155,1
2459,0
4369,0
4803,1
2051,0
685,1
4633,0
90,0
702,0
5089,0
947,0
3865,0
1322,0
3076,0
1396,0
708,0
3842,1
3826,0
2149,0
4220,0
3216,1
1289,0
872,0
4267,0
3150,0
1763,0
3020,0
2810,0
1867,0
1344,0
1462,0
133,0
5352,0
600,0
5464,0
1761,0
4549,0
3568,0
3679,0
1704,0
2770,0
4742,0
2638,0
373,1
4724,0
3955,0
189,0
2258,1
1346,0
3480,0
3311,1
3265,0
2414,0
3735,0
4798,1
4376,0
1642,0
4950,0
2110,0
2912,0
322,0
581,0
1299,0
1983,0
3024,0
3974,0
1461,0
1275,0
124,0
4482,0
2772,0
289,0
274,0
4029,0
1868,0
2339,0
4101,0
3345,0
4776,0
3472,0
2565,0
5132,0
1728,0
1899,0
544,0
512,0
2507,0
4746,0
2632,0
1050,0
2972,0
2309,0
41,0
5388,0
3301,0
1657,0
2867,0
693,0
2310,0
370,0
4566,0
282,0
3870,0
2892,1
2358,0
3789,0
3125,0
3324,1
3625,1
4605,1
747,0
1308,0
3754,0
2903,0
4963,0
4301,0
2210,0
25,0
2332,0
963,0
5331,0
2104,1
125,1
4648,0
4256,0
987,1
1777,0
2030,0
1451,0
4696,0
1880,1
3549,0
1994,0
3516,0
55,1
3255,0
3719,0
4480,0
4374,0
324,0
473,0
3355,1
508,0
5273,0
1786,0
2515,0
1780,0
2559,0
2985,0
1008,0
5431,0
906,0
4894,0
3878,0
4164,0
2899,1
4007,0
3394,0
5231,1
3750,0
2033,0
1843,1
1655,0
2079,0
1656,0
611,0
4320,0
3476,1
2574,0
743,0
4522,1
2291,0
1911,0
5112,0
2923,0
412,0
1145,1
1797,1
2117,0
146,0
4873,0
5113,0
1502,1
3368,0
5163,0
5074,0
2227,0
1809,0
4910,0
2926,1
1893,1
2850,0
2214,0
1995,0
1714,0
2674,0
2724,0
203,0
943,1
3980,1
4720,1
323,0
1760,0
1827,0
2798,0
1571,1
2984,0
2777,0
3630,0
5025,0
4483,0
2498,0
2934,0
605,1
5048,1
5136,1
2274,0
128,0
3473,0
2631,0
2725,0
4392,1
4504,0
519,0
29,0
4395,0
1637,0
3790,0
1953,0
3629,0
781,0
1412,0
2377,0
3493,0
365,1
14,1
1766,0
1418,0
3546,0
1071,0
2924,0
3610,0
3875,0
492,0
1266,0
3889,0
1112,0
1283,0
4140,0
2519,0
1627,0
3253,0
5403,0
5346,0
1541,0
3893,0
5002,1
2185,0
826,0
3358,0
835,0
1788,0
2553,0
787,0
4559,0
1324,0
3841,0
3153,0
2547,1
4254,0
1505,1
2667,0
4758,0
2767,0
5275,0
2584,0
509,0
2311,0
968,0
1926,0
2660,0
2204,0
4917,0
4045,0
1271,0
711,0
2526,0
443,1
5318,1
167,1
1970,0
4177,1
1483,1
52,0
3508,1
207,0
4764,0
4474,1
2802,0
4747,0
1124,0
4877,0
361,0
5051,0
4228,0
1187,0
4294,0
3100,0
3088,0
5055,0
534,0
2927,0
2549,0
2387,0
1407,1
1130,0
1670,0
720,1
424,0
3840,0
384,0
2535,0
1980,0
1144,0
3778,0
1649,0
2361,0
1044,0
4273,0
3468,0
2242,1
1177,0
2025,0
2639,0
1352,0
477,0
988,0
4406,1
1238,1
2244,1
5255,0
5110,0
1668,0
2159,0
4906,0
4836,0
433,1
4023,0
2044,0
1111,0
1591,0
5019,0
696,0
2696,0
576,0
1932,0
4410,0
4275,1
3124,0
1855,0
561,0
4606,0
840,0
572,0
5210,0
4573,1
2191,0
545,0
4992,0
2215,0
2908,0
5118,0
1388,0
1282,0
4934,0
3617,0
1389,0
4470,1
1948,0
4396,0
3144,0
4411,0
409,0
4244,0
3454,0
1109,0
1688,0
3331,0
3497,0
1738,0
3378,1
5415,0
3665,0
2193,0
925,0
5018,0
2973,1
236,0
1556,0
4529,0
5281,0
4276,0
586,0
819,0
5268,0
929,0
3237,0
1189,0
4306,0
1608,0
3903,0
1863,0
2878,1
3649,0
130,0
91,0
2208,0
2085,0
895,0
2662,0
4563,0
2147,1
4427,0
2365,0
2428,1
3913,0
4407,0
904,0
2241,1
394,0
438,0
31,1
1126,0
4055,0
304,0
3390,0
3639,0
1494,0
4066,0
2164,0
5305,0
399,0
354,0
568,1
1168,1
2992,0
1435,0
1422,0
2080,0
2874,0
498,0
1359,0
5241,0
2181,0
4071,0
3213,0
2693,0
2592,0
3010,0
3687,0
2598,0
5284,0
2703,0
4706,0
1230,1
5422,0
721,0
3222,0
2779,1
8,0
5417,0
3776,1
3627,0
1285,0
5154,0
3525,0
3111,0
4784,0
3882,0
2682,0
1551,1
4221,0
3074,0
1307,0
311,0
1993,0
2374,1
2275,0
1443,0
3491,0
4277,0
3453,0
5370,0
5445,0
5200,0
719,0
2790,0
5053,0
4120,0
3749,0
2143,0
4423,0
1387,0
199,0
4467,0
179,0
1542,0
1001,0
4890,0
1726,0
3768,0
3353,0
3952,0
241,0
874,0
5115,1
3078,0
3109,0
5202,0
3381,1
2637,1
3725,0
3831,0
3177,0
1470,0
5116,0
2601,0
372,0
1782,0
3771,1
2329,0
3073,0
4583,0
2815,0
4714,0
716,0
592,0
171,0
2655,0
4281,0
5031,0
5171,0
4274,0
3091,0
3753,0
4547,0
273,0
4734,0
2225,0
2179,0
2047,0
4217,0
4667,0
202,0
3726,1
1279,0
2536,0
1496,1
993,0
4017,0
4847,0
1358,0
4913,1
641,0
2237,0
4310,0
1002,0
1563,0
5441,0
2493,0
4199,0
1018,0
2811,1
3671,0
3081,0
4236,0
259,0
5108,0
1667,0
3666,0
2360,0
233,1
3787,0
5168,0
726,0
3270,0
363,0
609,0
1930,0
4477,0
1860,0
1523,0
1157,0
68,0
339,0
1154,0
870,1
1252,0
2392,0
941,0
466,0
5224,0
1947,0
5402,0
2901,1
3922,0
4270,0
3941,1
1745,0
4513,0
2844,0
2115,0
4335,0
5070,0
645,0
2295,0
3463,0
2958,0
3204,1
932,0
3544,0
3299,0
235,0
5173,0
1207,0
4860,0
1721,1
1570,0
2497,0
47,0
1186,0
4323,0
5401,0
918,0
1364,0
1268,0
4241,0
3083,0
2283,0
3612,1
5038,0
350,0
2956,0
3407,0
2967,0
3566,0
1671,0
4958,0
5034,0
1331,0
3858,1
4795,0
4495,1
3580,0
2386,0
4489,0
5396,0
5243,0
1231,0
3814,0
2451,0
5453,0
82,0
811,0
5063,0
4982,0
5294,0
2315,0
42,0
2548,0
3128,0
5372,0
4307,1
5240,0
2277,0
1215,0
3578,0
2835,0
905,0
3774,0
5421,0
652,1
1366,0
1090,0
4248,1
3938,0
4491,1
157,1
3594,0
1602,0
5120,0
2849,0
815,0
262,0
3264,0
1105,0
4562,0
2344,1
785,0
618,0
163,1
3917,0
3230,0
3330,0
2976,0
209,0
153,1
1420,0
4713,1
660,0
3459,0
5036,0
4373,0
2160,0
1457,0
4994,0
178,0
2843,1
730,0
341,0
3356,0
374,0
5311,0
4703,0
4904,0
1137,0
1870,0
926,0
4861,0
643,0
5151,0
1251,0
739,1
4918,0
951,0
4115,0
2568,0
4075,0
5267,0
5177,0
1335,0
2399,1
1762,1
2438,0
999,0
3685,1
4162,0
4577,1
3218,0
2412,0
2007,0
4618,0
2142,0
2087,0
3583,0
4138,1
2126,0
3849,0
4291,0
5059,0
3260,0
809,0
656,0
4805,0
1916,0
4980,1
712,0
4640,0
4042,0
3862,0
4806,0
3512,0
3981,0
3412,0
4246,0
1812,0
3661,0
986,0
2712,0
3800,0
1073,0
1791,0
4385,0
4500,1
5122,0
3908,0
4398,1
2764,0
2866,1
4242,0
1248,0
2941,0
1242,0
3547,0
1787,0
4896,0
2433,1
3634,0
415,0
4735,0
4643,0
3087,0
4503,0
1652,0
2783,0
2167,0
5326,1
4333,0
3499,0
1939,1
1949,0
3809,1
990,0
1539,0
3755,0
3622,0
3052,1
3005,0
1854,0
5389,0
4830,0
1969,0
2245,0
1043,0
4603,1
1074,1
4634,0
256,0
4057,1
3001,1
4967,0
898,1
2053,0
2970,0
1982,0
758,0
2162,0
2750,1
2040,0
2605,0
70,0
1559,0
5454,0
4831,0
2989,0
547,0
4171,0
691,0
2773,0
4886,0
779,0
1118,0
910,1
2252,1
4903,0
5003,0
5179,0
695,0
2740,0
315,0
2683,0
4620,0
3998,0
2534,0
2813,1
740,0
863,0
647,0
3797,0
5391,0
4043,1
1170,0
901,0
1082,0
5333,0
770,0
3159,0
2343,0
1445,0
2032,0
5100,0
2576,0
5150,0
4463,0
1228,0
1221,0
802,0
1533,0
662,0
4308,1
3135,0
3154,1
738,0
2477,0
2863,0
4322,0
4157,0
268,0
516,1
961,0
1458,0
502,0
5121,0
4518,0
4185,0
3337,0
1654,0
3640,0
853,0
4587,0
2714,0
5239,0
222,0
263,1
734,0
4479,0
2440,0
607,0
1426,0
3892,0
5442,0
2168,0
3332,0
2178,0
3962,0
2642,0
5203,0
4722,0
1404,0
4253,0
4144,0
4984,1
3382,0
2606,0
3934,0
5336,0
3165,1
5350,0
2699,0
1401,0
291,0
1051,0
1245,1
1697,1
4219,0
1375,0
3021,1
4497,0
1663,0
478,0
1658,0
2846,0
1101,0
95,0
1724,0
1302,0
2251,1
4639,0
2336,0
380,0
2462,0
435,0
5093,0
710,1
3101,0
5330,0
1928,0
1748,0
1006,0
522,0
881,0
1413,0
4641,0
4745,0
1776,0
2197,0
2321,0
4028,1
967,1
3080,0
421,0
2617,0
3160,0
2518,0
1962,0
852,0
1640,0
454,1
3515,1
4196,0
1901,0
3039,0
2529,0
2129,0
3173,0
1087,0
3868,1
3229,0
4591,1
3496,0
1192,0
1234,1
2328,0
2775,0
2445,0
1267,0
2603,1
2517,0
5023,0
4717,0
4178,0
5140,0
1574,0
5006,0
5072,0
4888,0
4771,0
283,0
1665,0
2738,0
4851,0
73,1
2675,0
4665,0
3942,1
5345,1
2092,1
3295,0
827,0
5170,1
2398,0
4649,0
2839,1
860,0
1158,0
3864,0
4739,0
3168,0
944,1
1179,1
2580,0
1635,0
2023,0
496,0
3194,0
1711,0
5021,0
5259,0
1772,0
3703,0
2704,0
4935,1
2036,0
2836,0
2937,1
3869,0
4300,0
1847,1
979,0
3971,0
1175,0
2280,0
33,0
269,0
4298,0
1390,0
5162,0
1915,0
3403,0
1254,0
3857,1
1406,0
3187,0
2250,0
952,0
2762,0
1476,0
3531,0
995,0
3788,0
5058,1
1804,0
1731,0
5433,0
2896,0
2388,1
3860,1
1312,0
1917,0
2745,0
5056,1
390,0
1468,0
2089,1
2432,0
1921,0
253,0
554,0
773,0
4041,0
4901,0
5149,0
5340,0
2084,0
87,1
292,0
2585,0
2152,0
4223,0
867,0
992,0
5071,0
3957,0
2677,0
4080,0
314,0
5366,0
845,0
2955,0
457,0
1765,0
1830,0
4377,1
332,0
1040,0
2685,0
1188,0
3445,0
298,0
3844,0
2369,0
2805,0
1515,0
1883,0
2684,0
4484,0
1851,0
217,1
4084,0
3485,0
1032,0
984,1
751,0
17,0
2538,0
2951,0
3883,0
3905,0
1149,0
742,0
4444,0
2184,0
5195,1
3555,0
1128,1
1582,0
1030,1
4610,0
368,0
5223,0
1280,0
5463,1
5044,0
1653,0
2314,0
755,0
1965,0
1816,0
1290,0
3672,0
5228,0
5380,0
4964,1
1848,1
5344,0
887,0
4232,1
5252,0
147,0
448,0
3663,0
2537,1
2749,0
1028,0
4804,0
651,0
1771,0
2248,0
4539,0
3416,0
2818,0
1377,0
1841,0
754,0
4631,0
4763,1
2596,0
964,0
3460,0
4059,1
165,0
3275,0
3715,1
1493,0
538,0
3950,0
3188,0
3056,0
1643,0
625,0
655,0
5062,0
2837,0
1261,0
3047,0
1719,0
1693,0
4413,0
4105,0
5285,0
1991,0
4726,0
3026,0
2583,0
2322,0
5176,0
4900,0
598,0
5349,0
2862,0
4205,0
2018,1
4279,0
3937,0
450,0
4389,0
4051,0
4102,0
2316,0
504,0
3637,0
976,1
2751,0
3458,0
4534,0
1516,0
4488,0
2260,0
546,1
2865,0
182,0
786,0
2936,1
1546,0
4111,0
1669,0
956,0
2037,0
5361,0
1801,0
2768,0
1152,0
1509,0
4872,1
4391,0
2864,0
3060,0
422,0
804,1
5328,0
4296,0
4424,1
916,0
5067,0
550,0
1818,0
4569,0
2891,1
2904,0
60,0
2664,1
3764,0
822,0
1300,0
206,0
2288,1
834,1
1931,0
2209,1
1363,0
3388,0
1646,0
1775,0
5194,1
12,1
5126,0
4425,0
3569,0
4431,0
2132,0
4350,0
5367,0
4852,0
1836,1
4311,0
3234,0
3102,0
4432,0
1814,0
1133,0
1026,1
3931,0
4049,0
1081,0
3621,0
4623,0
352,0
2043,1
1692,0
2792,0
4655,0
4466,0
3523,0
1333,0
4632,0
1027,0
4925,0
89,0
4595,0
3377,0
5214,0
1835,0
4973,0
2259,0
3521,0
2988,0
3662,0
2564,0
1723,0
4637,1
3286,0
2594,0
4321,0
1730,0
4119,0
2448,0
750,0
3571,0
5301,1
4868,0
4541,0
500,0
4819,0
5106,0
4567,0
557,0
1423,0
3933,1
2857,0
2410,0
2458,0
3613,0
603,0
2286,0
2413,0
4148,0
398,1
2205,0
903,0
1106,0
5015,0
620,1
1966,1
4932,0
2081,0
329,0
1510,1
2688,0
677,0
2213,0
1709,0
4791,0
1116,0
2408,0
3585,0
1872,0
4909,0
1153,0
2776,0
1959,1
1555,0
5460,0
2469,0
5299,0
2486,0
4054,0
3784,0
2350,0
3651,0
1864,0
5061,0
1817,1
1604,0
1354,0
3646,0
2830,0
4481,0
4146,0
499,0
4960,0
2730,0
3097,1
3077,0
3600,0
4151,1
4942,0
1695,1
1323,0
2402,0
272,1
2478,0
2004,0
1099,0
4575,0
2940,1
1632,0
3682,0
107,0
184,0
3241,0
2558,0
4191,0
1166,1
5258,0
527,1
5354,1
3653,0
1205,0
131,0
1644,0
3477,0
4811,0
1964,0
346,1
377,1
3652,0
3008,0
4133,0
56,0
3816,0
197,0
4911,0
2069,0
4783,0
4468,0
5348,0
1575,0
1190,0
4971,0
2990,1
3315,0
5209,0
1151,1
2752,0
3108,0
3979,0
1823,0
2454,0
966,0
2920,0
4218,0
4647,0
109,0
4710,0
2666,0
4175,0
488,0
2008,0
5427,0
2420,0
2590,0
4891,0
1350,0
358,0
5238,1
5165,1
5425,0
1876,0
4597,0
1052,0
4315,0
4125,1
1380,0
939,0
4001,0
340,0
1199,0
626,0
2728,0
72,0
2009,0
2806,0
5235,0
5457,0
1705,0
2407,0
1055,0
1600,0
1585,0
812,0
3667,0
2485,0
3835,1
724,0
4486,0
1707,0
2058,0
1679,0
2415,0
3186,0
5379,0
5125,0
2753,0
548,0
4882,0
803,0
4287,0
5160,0
1784,0
3807,0
462,0
3391,0
4842,0
3501,0
3851,1
5461,0
879,1
2828,0
4975,0
4959,0
4750,0
1751,0
120,0
2049,0
1686,0
2123,0
3479,0
64,0
1330,0
4766,0
2938,1
675,0
972,0
1417,0
1449,1
1641,0
371,0
3419,0
2072,0
4297,1
646,0
790,0
2035,0
2425,0
1416,0
1203,1
4625,0
2679,0
2334,1
4006,0
5029,0
2525,0
3179,0
2633,0
3424,0
4499,0
1241,0
328,0
4554,0
798,0
2096,0
4203,0
1862,0
4013,0
1313,0
5138,0
3948,0
1580,0
1195,0
4542,0
4820,1
549,0
3296,0
1758,0
1281,0
5406,0
4265,0
2630,0
3722,1
4498,0
3434,0
514,0
3343,0
1490,0
5197,0
1946,0
3193,0
4384,0
2301,1
2619,0
4153,0
4884,0
4929,0
1601,0
4889,0
335,0
3590,0
3203,0
1578,0
305,0
3427,0
958,0
3704,0
5256,0
1664,0
705,0
4375,0
2721,0
2264,0
3085,0
4187,1
1123,0
3162,0
4457,0
4087,0
1614,0
4266,0
11,1
1840,1
2571,0
4158,0
467,0
5022,1
1430,0
4833,0
1348,0
3340,1
2877,0
2296,0
3743,0
3058,0
5191,0
3947,0
2151,0
503,0
5128,0
3364,0
3114,0
868,0
4514,0
3747,0
3115,1
3692,0
190,0
3827,0
3072,0
1403,0
5085,0
3384,0
1400,0
857,0
347,0
1902,1
1408,0
1421,0
3845,0
680,0
3212,0
2556,0
4512,0
2622,0
487,0
4986,0
3548,0
2345,0
2621,0
4995,0
1114,0
229,0
260,0
2861,0
3712,0
682,0
1143,0
3278,0
2791,0
5309,0
1522,0
3438,0
5158,0
1694,0
2422,0
2765,0
3945,0
4797,0
1963,0
2524,0
5135,0
5141,0
2658,0
3824,0
4715,1
3242,0
5221,0
3071,1
3763,0
3462,0
2359,0
4426,0
3386,0
876,0
4193,0
3050,0
5205,0
1923,0
4966,0
205,0
4215,0
4802,0
344,0
2975,0
382,0
3118,0
4948,0
1183,0
896,0
4816,0
2481,0
4895,0
2055,0
232,0
1372,0
2566,0
3567,0
4949,1
1661,0
2824,0
681,0
3912,1
2689,0
1852,0
5088,0
843,0
885,0
1091,0
3745,0
1256,1
3405,0
219,0
5227,0
3002,0
3978,1
2453,0
1525,1
3626,0
4875,0
1610,0
4828,0
4704,0
2064,0
92,0
3288,1
717,0
782,0
3886,0
113,0
4738,1
4003,0
2076,0
425,0
5420,0
1,0
1454,0
2282,0
4939,0
4461,0
2841,0
4147,1
5337,0
4460,0
3104,1
4184,0
4969,0
2442,0
267,1
1361,0
4174,1
2300,0
577,0
3095,0
2589,0
597,0
2626,0
1487,0
2479,0
1327,1
4594,0
2439,0
2795,0
2373,1
2128,0
80,1
981,0
5008,0
3977,0
3791,0
566,0
919,0
1581,0
191,1
1317,0
5430,0
3239,0
4074,0
3786,1
1048,0
4545,0
2473,1
2190,0
4069,0
3045,0
2981,0
4408,0
1799,1
2267,0
1243,0
4235,0
4601,0
2709,0
3940,0
4238,1
2010,0
4226,0
864,0
2441,0
4180,0
4538,1
351,0
877,0
1609,0
277,0
2218,0
3702,0
3312,1
4485,0
4107,0
169,0
5109,0
2804,0
4721,0
138,0
5286,0
2198,0
160,0
2368,1
931,0
3822,0
3126,0
788,0
3915,0
4024,0
3711,0
4239,0
3189,0
1135,0
3659,0
4015,0
4523,0
1197,0
962,0
648,0
2694,0
2510,0
2542,0
4628,1
2996,0
4282,0
242,0
3700,0
1437,0
2019,0
1648,0
3410,0
4540,0
2,0
1952,0
434,1
558,0
3593,0
2645,0
4826,1
1599,0
1084,0
413,0
3887,1
1127,0
34,1
3250,0
3720,0
5090,0
210,0
18,0
176,0
2931,0
667,0
431,0
1584,0
3836,1
2649,0
2521,0
5014,0
1441,0
2561,0
1224,1
1985,1
4712,1
4058,0
4983,0
4216,0
3367,0
419,0
4850,0
1810,0
1972,0
4453,0
2608,0
76,1
1594,0
3564,0
392,1
735,0
4098,0
608,0
4331,0
1148,0
4716,0
1798,0
4657,1
4340,0
700,0
1121,0
307,0
1066,0
847,0
849,0
5032,0
2673,0
4462,0
4417,0
2389,0
1257,0
4021,0
2202,0
2895,0
2531,0
1944,1
3736,0
1014,0
4050,0
4616,1
1710,0
1888,1
2716,0
4517,0
1626,1
1739,0
3223,0
343,0
4388,0
1807,0
3689,0
1907,0
2986,1
4568,0
3927,0
3474,1
5145,1
3122,0
4627,0
2233,0
5363,0
2238,0
3040,0
1214,0
2668,0
5290,0
1482,0
2003,0
3873,0
3371,0
3601,0
2870,0
2465,0
3304,0
580,0
4779,0
4380,0
2917,0
2490,0
414,0
1185,0
650,0
4091,0
3129,1
4528,1
3898,0
3563,0
3504,0
1549,0
4289,0
573,0
1857,0
4770,0
2423,0
4853,0
136,1
2506,0
4257,0
1712,0
731,0
5041,0
5084,1
2591,0
2551,0
3420,0
290,1
2176,0
3466,0
3025,0
4082,0
5324,0
5371,0
595,0
3333,0
1229,0
88,0
4614,0
1063,0
1351,0
2635,0
406,0
5271,0
4064,0
3500,0
3408,0
1232,1
1386,0
5081,0
1072,0
4638,0
2615,0
4170,0
3897,0
3930,0
4465,0
4086,1
886,0
1171,0
5452,1
2436,0
74,0
3107,0
1164,0
4524,0
2119,1
4741,0
65,0
1020,0
1314,0
4167,1
3925,0
1904,1
3910,0
1159,0
1681,0
828,0
1727,0
2918,0
3067,0
899,0
4979,0
5155,0
5443,0
2823,0
2381,0
3699,0
198,0
954,0
574,0
226,0
1141,0
1161,1
463,0
1107,0
1339,0
2787,1
525,0
4403,0
1425,0
4103,0
5010,0
5364,0
403,0
4624,0
4666,0
1617,0
4680,0
4222,0
3535,0
1210,0
2006,0
3674,0
663,0
3422,1
5414,0
3426,1
930,0
535,0
2270,0
5079,0
5157,0
3761,0
506,1
4202,0
4762,0
4548,0
2852,0
4354,0
3969,0
3411,0
1455,0
3152,0
1176,0
2341,0
1638,0
1292,0
2021,0
1588,0
4247,0
3817,0
27,0
4505,0
3638,0
2888,0
4093,0
2640,0
4570,0
4508,0
1035,1
1262,0
284,0
3520,0
2735,0
3389,0
2586,0
1795,1
3866,0
2573,1
5211,0
313,0
1892,0
2706,0
3334,1
4493,0
814,0
194,0
2616,0
85,1
4800,1
2017,0
2243,0
3110,0
3313,0
3986,0
679,0
417,0
2488,1
4154,0
1832,0
2569,0
3939,0
3716,0
250,0
2641,1
3690,0
204,1
2727,0
3936,0
2623,0
1340,0
3360,0
4233,1
4743,0
145,0
2807,0
2817,1
3598,0
4166,0
1433,0
584,0
5251,0
2492,1
5244,0
5204,0
1374,0
3632,0
1480,1
3660,1
2384,1
3283,0
759,0
4240,0
3014,0
505,1
4260,0
3123,0
4827,0
123,0
4772,0
4137,1
5213,0
690,0
445,0
634,0
2695,0
3996,0
985,0
3683,0
4543,0
2876,0
54,0
5462,1
2331,0
3049,0
745,0
1209,0
3628,0
2038,0
752,0
3707,0
1410,0
2346,0
5405,0
50,0
2884,0
3000,0
3142,1
2650,0
5407,0
1226,0
99,0
159,0
1477,0
3197,0
4673,1
908,0
3086,0
1971,1
5233,0
1178,0
432,0
2665,0
4732,0
810,0
1633,0
3589,0
4278,0
3046,0
4264,0
4646,0
5094,1
2913,0
978,0
3730,0
2702,0
327,0
48,0
3944,0
4047,0
3138,0
480,0
1826,0
2232,0
10,0
4936,0
4402,0
3369,0
3017,0
3551,1
4774,0
3183,1
1858,1
3417,0
3354,0
4490,0
3517,0
2201,0
1265,0
838,0
2905,1
3346,0
3120,0
185,0
1933,0
476,0
468,0
4118,1
3284,1
3066,0
2254,0
4899,0
4733,0
5143,0
201,0
2457,1
4420,0
4989,1
2427,0
3728,1
2199,0
1624,1
3041,0
2928,1
628,0
5378,0
4943,0
4709,0
1676,0
1070,1
2375,0
116,0
1561,0
4283,0
1079,0
942,1
459,0
1553,0
2883,0
4701,0
2113,0
3163,1
1778,0
1206,0
4650,0
1729,0
3329,0
5164,0
1041,0
2771,0
3953,0
444,0
2195,0
1547,0
1488,0
484,0
4564,0
4560,0
4356,0
669,0
2444,0
1607,1
866,0
4544,0
3963,0
621,0
1808,0
912,0
510,0
1329,1
1169,0
1792,0
3830,0
4705,0
3423,0
1508,0
5293,0
3053,0
4768,0
1484,0
1881,0
922,0
1447,0
1922,0
4109,0
325,1
4832,0
3339,0
1560,0
3113,0
2595,0
3444,0
3030,0
5124,1
1630,0
2657,0
46,0
2405,0
3911,0
5009,0
507,0
2625,0
3677,1
3366,0
5353,0
4309,0
4346,0
4954,0
4036,0
2105,1
4142,0
921,0
114,0
5027,0
1903,0
416,0
348,0
4206,0
2261,1
4970,0
1370,0
0,0
1119,0
5351,0
1320,0
3772,0
4863,0
1645,1
4887,0
1273,0
639,0
3740,1
4622,0
103,0
1865,0
1896,0
1038,0
3196,0
4558,1
2461,1
3433,0
3397,0
4654,0
2644,0
2229,0
375,0
61,0
3803,0
3729,0
301,0
3604,0
4870,0
3044,1
4793,0
102,0
4550,0
3837,0
3064,0
1378,0
4813,0
220,1
4067,0
3385,0
479,0
2851,0
1304,0
